zip,count,dollars,latitude,longitude
48858,5,175,43.6013,-84.7736
48864,12,516,42.7053,-84.4187
48867,1,50,42.9934,-84.1595
48868,1,25,,
48871,1,100,43.1649,-84.666
48879,1,10,43.0059,-84.5719
48881,1,5,42.9357,-85.20299999999999
48895,4,400,42.6967,-84.2926
48906,5,226,42.7635,-84.55799999999999
48910,5,175,42.7008,-84.54899999999999
48911,3,80,42.6797,-84.5772
48912,6,125,42.7371,-84.5244
48915,5,300,42.7391,-84.5704
48917,1,5,42.7376,-84.6244
49001,3,60,42.2736,-85.5457
49002,7,190,42.1938,-85.5639
49004,3,160,42.3518,-85.5621
49006,3,550,42.2922,-85.633
49007,3,115,42.3024,-85.5882
49008,3,35,42.2624,-85.6096
49009,2,75,42.2809,-85.6863
49010,1,10,42.5256,-85.8661
49015,3,160,42.3028,-85.2128
49017,1,10,42.3322,-85.1811
49019,1,25,42.2454,-85.5299
49022,4,161,42.1086,-86.4234
49024,5,100,42.1974,-85.6194
49038,2,300,42.203,-86.3225
49046,2,40,42.5141,-85.4067
49047,2,110,41.99100000000001,-86.1168
49048,7,525,42.3189,-85.5152
49058,2,75,42.643,-85.2937
49060,2,75,42.4237,-85.3998
49065,1,20,42.1545,-85.829
49067,1,10,42.0275,-85.7988
49068,1,50,42.272,-84.9583
49071,3,125,42.2451,-85.7943
49072,2,130,42.0143,-85.4727
49079,4,195,42.2349,-85.9005
49080,1,10,42.4544,-85.5994
49083,1,25,42.3757,-85.4447
49085,3,145,42.06399999999999,-86.4783
49090,3,75,42.4041,-86.2542
49093,5,145,41.9596,-85.6371
49097,1,30,42.1209,-85.5024
49098,1,10,42.1938,-86.2604
49099,1,50,41.7929,-85.675
49117,1,25,41.7927,-86.74600000000001
49120,1,25,41.8202,-86.2368
49127,1,20,42.022,-86.5119
49202,1,50,42.2634,-84.4083
49220,1,25,42.0036,-84.3122
49229,2,100,41.9887,-83.8377
49230,1,100,42.1044,-84.2414
49233,1,100,42.0604,-84.3254
49236,1,10,42.0639,-83.9442
49240,1,25,42.2711,-84.194
49242,3,125,41.924,-84.6208
49267,1,10,41.7683,-83.6856
49274,1,50,41.8442,-84.7648
49286,1,10,41.9953,-83.9555
49301,4,225,42.9566,-85.48100000000001
49305,1,100,43.7507,-85.1547
49315,2,75,42.8016,-85.7136
49316,4,210,42.8187,-85.5244
49323,1,25,42.7231,-85.7628
49331,2,75,42.955,-85.3653
49337,1,25,43.4198,-85.7594
49341,4,65,43.1152,-85.5136
49348,1,10,42.6643,-85.6191
49401,3,65,42.9711,-85.9249
49408,1,100,42.5777,-86.1249
49412,1,25,43.4652,-85.9626
49417,1,100,43.0378,-86.1912
49418,10,1375,42.8939,-85.7619
49423,10,395,42.7692,-86.1164
49426,3,65,42.8748,-85.8751
49428,1,25,42.9104,-85.8276
49437,1,25,43.4242,-86.374
49441,2,60,43.1962,-86.2738
49442,1,25,43.2329,-86.1885
49444,2,200,43.1791,-86.1989
49445,2,150,43.2952,-86.279
49449,1,100,43.8237,-86.3868
49453,1,10,42.6456,-86.1655
49456,2,60,43.0887,-86.1915
49457,6,95,43.3414,-86.1633
49460,5,210,42.9099,-86.1317
49461,2,150,43.3904,-86.3315
49464,1,50,42.8256,-86.0104
49501,1,25,42.9842,-85.6291
49503,6,173,42.9659,-85.6527
49504,5,125,42.9737,-85.7265
49505,2,30,43.012,-85.6309
49506,17,1455,42.943999999999996,-85.6213
49507,4,135,42.9318,-85.6542
49508,5,130,42.8894,-85.6219
49509,1,25,42.8975,-85.6929
49512,6,575,42.8802,-85.5352
49519,5,410,42.8977,-85.7186
49525,6,125,43.0135,-85.6027
49534,4,210,43.0141,-85.7543
49546,6,350,42.928000000000004,-85.5483
49548,1,10,42.8697,-85.6628
49601,2,85,44.2504,-85.43
49621,1,25,44.8605,-85.8138
49630,1,10,44.8144,-85.9999
49635,2,200,44.6311,-86.2212
49640,1,10,44.6954,-86.0376
49643,1,20,44.6518,-85.8022
49656,1,20,44.0545,-85.6826
49659,2,200,44.9116,-85.0634
49660,3,120,44.2635,-86.1825
49668,1,25,44.4075,-85.7061
49676,2,200,44.8449,-85.2943
49684,6,190,44.693999999999996,-85.6763
49686,3,85,44.7849,-85.4907
49688,1,50,44.1072,-85.4901
49690,2,300,44.802,-85.4347
49706,1,100,45.4405,-84.7924
49707,1,50,45.07899999999999,-83.4602
49720,1,100,45.2654,-85.2297
49721,1,100,45.608000000000004,-84.4867
49729,2,75,45.1599,-85.2633
49735,1,100,45.0125,-84.6723
49738,1,50,44.67100000000001,-84.6913
49740,1,50,45.5251,-85.0062
49749,1,100,45.427,-84.5956
49769,1,50,45.5703,-84.8425
49770,4,190,45.3559,-84.9133
49777,1,50,45.2969,-83.5023
49781,2,85,45.9985,-84.6978
49788,1,100,46.2627,-84.4626
49837,1,10,45.8813,-87.1152
49841,1,25,46.3311,-87.4397
49855,6,90,46.5786,-87.4545
49858,1,50,45.1343,-87.6215
49868,1,50,46.3438,-85.515
49885,2,100,46.349,-87.2481
49886,4,26,45.6777,-87.4852
49930,1,10,47.1367,-88.5654
49931,4,125,47.1158,-88.55799999999999
49953,2,150,46.8275,-89.3485
50010,23,1015,42.0379,-93.6003
50014,18,765,42.0486,-93.6945
50021,6,340,41.7212,-93.5682
50023,7,260,41.7194,-93.6266
50058,1,25,41.894,-94.68
50072,1,10,41.4709,-94.1294
50105,2,100,42.1148,-93.6399
50112,4,240,41.7421,-92.7344
50124,1,5,41.8994,-93.6024
50125,1,10,41.3143,-93.588
50126,2,75,42.5138,-93.2709
50131,3,175,41.673,-93.7028
50156,1,10,41.8841,-93.8448
50158,1,20,42.0405,-92.9127
50201,2,20,42.019,-93.4462
50208,2,210,41.6992,-93.0455
50211,3,310,41.4861,-93.6573
50219,1,5,41.4082,-92.9172
50226,2,260,41.7549,-93.6893
50238,2,50,40.9456,-93.1784
50263,1,50,41.593,-93.8592
50265,11,615,41.5805,-93.7447
50266,4,400,41.5695,-93.7994
50309,2,20,41.5887,-93.6212
50310,7,200,41.6255,-93.6736
50311,3,120,41.601000000000006,-93.6729
50312,12,1475,41.5855,-93.6719
50314,2,20,41.603,-93.633
50315,2,200,41.5444,-93.6192
50316,3,85,41.6092,-93.6
50317,1,5,41.6122,-93.5296
50320,3,55,41.5487,-93.5827
50321,2,200,41.5476,-93.6618
50322,3,180,41.6295,-93.723
50324,2,20,41.6032,-93.7152
50325,5,285,41.6067,-93.7457
50428,2,200,43.1406,-93.385
50475,1,10,42.8779,-93.2156
50480,1,25,43.2456,-94.0367
50501,1,10,42.5088,-94.1807
50511,1,25,43.066,-94.2306
50525,2,20,42.7271,-93.7277
50529,1,50,42.7214,-94.1993
50533,1,5,42.6609,-93.9049
50595,1,25,42.4657,-93.8262
50613,6,205,42.5241,-92.4497
50627,1,5,42.3572,-93.1037
50669,2,125,42.3131,-92.5948
50701,4,230,42.4778,-92.3661
50802,1,100,,
50998,1,100,,
51001,1,25,42.8354,-96.5224
51005,1,25,42.6912,-95.4381
51031,1,10,42.7962,-96.1704
51054,1,10,42.4019,-96.3534
51103,1,25,42.5068,-96.4295
51104,4,325,42.5254,-96.4005
51106,3,110,42.4671,-96.3528
51334,1,25,43.4017,-94.818
51501,1,10,41.2324,-95.8751
51503,1,25,41.2616,-95.8251
51555,1,50,41.5644,-95.8913
51601,2,100,40.7581,-95.3648
52002,1,100,42.5122,-90.7384
52003,1,100,42.4649,-90.6829
52032,1,25,42.3321,-90.863
52043,2,150,42.8496,-91.4143
52060,1,50,42.0778,-90.6771
52076,2,125,42.6832,-91.5409
52101,3,1035,43.3227,-91.7939
52213,1,25,42.1898,-91.7758
52227,1,50,41.8943,-91.5738
52228,1,1,41.9153,-91.7801
52233,1,25,42.0425,-91.677
52240,25,1241,41.6355,-91.5016
52241,10,350,41.6937,-91.5906
52245,11,505,41.6649,-91.5151
52246,13,640,41.6438,-91.5669
52247,2,75,41.4823,-91.7057
52249,1,25,42.0156,-92.2179
52253,1,13,41.9212,-91.3861
52302,2,50,42.0411,-91.5941
52310,1,10,42.2326,-91.1989
52314,2,110,41.9287,-91.4274
52317,2,35,41.7443,-91.6061
52322,1,10,41.6507,-91.7724
52328,1,25,42.0731,-91.6648
52338,2,75,41.8268,-91.6739
52358,1,10,41.6726,-91.3141
52401,1,10,41.9743,-91.6554
52402,8,460,42.0188,-91.6612
52403,6,264,41.9843,-91.6259
52404,5,350,41.9521,-91.6853
52405,1,25,41.9804,-91.7098
52411,2,125,42.0493,-91.7263
52501,3,80,41.0309,-92.4098
52531,1,25,41.0287,-92.7946
52544,1,25,40.7326,-92.8728
52556,20,1224,41.0039,-91.9576
52577,1,10,41.2942,-92.6439
52601,1,10,40.8087,-91.117
52658,1,10,40.7067,-91.2268
52722,4,150,41.5509,-90.4942
52733,1,10,41.8806,-90.5195
52755,1,50,41.4988,-91.4363
52761,1,100,41.4304,-91.0509
52801,1,20,41.5208,-90.5745
52803,4,270,41.5385,-90.5613
52804,1,100,41.5386,-90.6115
52807,3,80,41.5618,-90.5403
53000,1,100,,
53005,5,222,43.0622,-88.098
53012,3,210,43.3034,-88.0029
53014,1,100,44.0242,-88.1827
53018,2,275,43.05,-88.3972
53021,1,25,43.477,-87.9612
53022,1,25,43.2189,-88.1165
53024,2,150,43.3231,-87.9521
53027,1,10,43.3157,-88.3707
53033,1,20,43.2343,-88.2311
53037,2,60,43.3252,-88.1626
53038,2,100,43.0751,-88.7836
53040,1,25,43.5214,-88.1925
53045,3,300,43.0668,-88.1469
53050,2,35,43.5045,-88.5451
53051,2,85,43.1602,-88.1128
53058,1,50,43.1118,-88.4089
53061,1,30,43.9446,-88.0911
53066,7,240,43.1095,-88.4862
53072,4,115,43.0788,-88.2729
53081,5,60,43.74100000000001,-87.7247
53083,1,25,43.8176,-87.766
53086,1,5,43.3322,-88.2824
53089,2,50,43.1441,-88.2271
53090,4,88,43.4438,-88.1963
53092,1,20,43.2359,-87.9812
53094,3,115,43.193000000000005,-88.7185
53095,1,50,43.4224,-88.1845
53098,1,25,43.2764,-88.7154
53103,2,75,42.8885,-88.2122
53105,3,45,42.666000000000004,-88.2749
53110,5,162,42.949,-87.86200000000001
53115,2,110,42.6227,-88.6277
53118,2,60,42.9851,-88.4568
53119,1,100,42.8809,-88.4674
53120,4,300,42.8035,-88.4092
53121,4,220,42.7009,-88.5462
53129,10,555,42.9373,-87.9943
53130,4,135,42.941,-88.0503
53132,3,150,42.9017,-88.0086
53140,4,240,42.6052,-87.8299
53142,2,35,42.556000000000004,-87.8705
53143,1,100,42.5617,-87.8301
53147,2,54,42.5881,-88.4554
53149,1,30,42.8821,-88.3451
53150,3,65,42.9047,-88.1214
53151,2,60,42.9822,-88.0946
53153,1,100,42.9385,-88.395
53154,4,95,42.8892,-87.9027
53158,1,100,42.5293,-87.8855
53172,2,110,42.9105,-87.8646
53181,1,10,42.5232,-88.2573
53184,1,100,42.535,-88.6027
53185,2,125,42.7632,-88.1974
53186,9,670,42.9993,-88.2196
53188,7,340,43.0128,-88.2705
53189,2,150,42.9516,-88.2963
53202,11,1115,43.0506,-87.8968
53203,1,25,43.0403,-87.9154
53204,3,150,43.0158,-87.9317
53207,21,5800,42.9751,-87.8947
53208,12,498,43.0488,-87.9625
53209,8,800,43.1188,-87.9478
53210,2,75,43.0685,-87.9715
53211,25,1410,43.082,-87.8895
53212,13,723,43.0712,-87.9084
53213,8,210,43.0488,-88.0015
53214,8,350,43.0215,-88.0176
53215,5,160,43.006,-87.9429
53216,4,95,43.0859,-87.9742
53217,9,620,43.1409,-87.9073
53218,2,15,43.1122,-87.9932
53219,4,110,42.9959,-87.9944
53220,6,180,42.9559,-87.9933
53221,1,50,42.9549,-87.9447
53222,1,10,43.0828,-88.0269
53223,2,110,43.1624,-87.9898
53224,3,45,43.1594,-88.0327
53225,1,25,43.1154,-88.0346
53226,7,330,43.0493,-88.0414
53227,3,110,42.9949,-88.0364
53235,1,10,42.9731,-87.8687
53371,1,100,,
53402,11,1225,42.7726,-87.796
53405,4,39,42.7161,-87.8233
53406,2,125,42.7242,-87.8551
53503,2,70,43.1521,-89.9386
53507,3,850,43.0158,-89.9042
53511,3,30,42.562,-89.086
53516,1,10,42.8062,-89.8555
53527,2,75,43.0784,-89.2017
53528,2,75,43.1132,-89.6397
53531,2,100,43.0571,-89.0862
53532,2,110,43.2357,-89.3297
53534,1,100,42.8386,-89.0642
53536,2,100,42.7732,-89.2877
53538,2,50,42.9229,-88.8467
53546,3,175,42.6683,-89.0025
53551,1,25,43.0816,-88.9133
53555,3,125,43.327,-89.5554
53558,2,75,43.0107,-89.2948
53561,1,10,43.3855,-89.6323
53562,21,2383,43.1052,-89.5073
53563,1,10,42.7791,-88.9531
53565,2,60,42.8547,-90.1646
53566,2,1050,42.5991,-89.6403
53570,1,257,42.7415,-89.6081
53572,2,75,43.001999999999995,-89.7414
53574,6,925,42.8143,-89.6437
53575,11,515,42.9295,-89.387
53578,3,103,43.2956,-89.7452
53580,1,5,42.8594,-90.3804
53581,1,100,43.3661,-90.4302
53583,2,75,43.2686,-89.7418
53588,8,390,43.1884,-90.0676
53590,5,155,43.1869,-89.2227
53593,12,1035,42.9999,-89.5522
53594,1,10,43.1832,-88.9838
53597,5,315,43.1818,-89.4532
53703,48,4071,43.0775,-89.3831
53704,45,3150,43.1205,-89.3523
53705,53,7154,43.073,-89.4528
53706,3,375,43.0769,-89.4094
53707,1,5,43.0696,-89.4239
53711,69,5736,43.0356,-89.4526
53713,11,1285,43.0372,-89.3971
53714,9,430,43.0977,-89.3118
53715,25,1298,43.0653,-89.4
53716,10,531,43.0631,-89.3133
53717,14,1915,43.0736,-89.508
53718,6,380,43.0984,-89.2734
53719,22,2115,43.0321,-89.4993
53726,10,2188,43.0696,-89.4239
53744,1,50,43.0696,-89.4239
53818,4,710,42.7393,-90.4854
53821,1,5,43.0426,-91.1193
53901,2,20,43.5501,-89.4714
53913,2,30,43.4825,-89.7462
53916,2,110,43.4616,-88.8407
53937,1,1000,43.3951,-90.1588
53941,1,25,43.5699,-90.12799999999999
53952,1,25,43.7799,-89.5632
53955,8,460,43.4013,-89.4189
53959,1,25,43.5316,-89.9959
54011,1,100,44.7302,-92.48899999999999
54016,9,565,44.9842,-92.7271
54017,3,225,45.1598,-92.5513
54022,5,200,44.855,-92.6313
54024,3,150,45.5097,-92.6117
54115,8,315,44.4388,-88.0806
54130,2,125,44.2956,-88.2717
54143,1,100,45.0874,-87.6697
54156,1,100,45.6074,-87.9704
54159,1,50,45.1934,-87.8062
54166,2,75,44.7851,-88.6036
54189,1,25,,
54201,1,25,44.6101,-87.4578
54205,2,20,44.5833,-87.6231
54216,1,25,44.4401,-87.5594
54217,1,25,44.5506,-87.7156
54220,1,100,44.0971,-87.6823
54227,3,80,44.2852,-87.8055
54235,2,30,44.8438,-87.3753
54301,11,805,44.482,-88.0205
54303,1,10,44.5522,-88.0788
54304,6,355,44.4975,-88.0324
54311,2,35,44.4914,-87.9267
54401,2,15,44.9654,-89.7066
54403,2,260,44.9529,-89.5318
54406,1,25,44.4231,-89.3035
54423,1,25,44.5662,-89.4153
54449,6,266,44.6615,-90.1784
54452,2,60,45.1809,-89.6907
54455,1,25,44.7997,-89.6845
54467,1,10,44.4507,-89.5428
54481,1,100,44.5212,-89.5588
54486,2,50,44.7299,-89.0569
54494,1,10,44.3758,-89.8062
54521,1,25,45.9161,-89.2531
54548,2,55,45.8719,-89.758
54601,10,305,43.7989,-91.2175
54603,2,100,43.8487,-91.2484
54621,1,50,43.6794,-91.0799
54623,1,5,43.7218,-91.0143
54636,3,70,43.9761,-91.2497
54639,1,25,43.6,-90.6365
54650,9,445,43.8974,-91.2314
54652,2,350,43.4508,-90.7579
54656,1,10,43.95399999999999,-90.8146
54660,1,100,43.9838,-90.4733
54664,1,20,43.5048,-90.6554
54665,6,800,43.5442,-90.8939
54667,1,50,43.6631,-90.874
54701,10,261,44.784,-91.4877
54703,4,450,44.8346,-91.5159
54724,2,200,45.1025,-91.49
54727,1,25,44.963,-91.1699
54728,1,50,45.317,-91.6542
54729,9,230,44.9587,-91.3195
54730,1,25,44.9993,-91.7357
54740,1,25,44.7561,-92.2022
54751,3,175,44.8718,-91.9265
54765,2,200,45.1429,-91.6998
54801,3,600,45.8505,-91.9156
54806,4,215,46.5586,-90.7388
54858,1,50,45.5271,-92.5017
54868,1,10,45.5197,-91.8266
54880,1,5,46.7016,-92.0912
54901,4,150,44.022,-88.5436
54902,2,20,43.9946,-88.52600000000001
54904,4,105,44.0304,-88.60700000000001
54911,10,455,44.2773,-88.3976
54913,3,70,44.3456,-88.4343
54914,1,25,44.271,-88.4326
54915,4,230,44.2425,-88.3564
54935,2,210,43.7742,-88.4352
54937,3,300,43.765,-88.6057
54942,1,50,44.2997,-88.5696
54952,3,90,44.2112,-88.4175
54956,4,260,44.1811,-88.4792
54963,1,25,44.0357,-88.7519
54965,1,100,44.1604,-89.0404
54971,2,75,43.8454,-88.8424
54977,2,125,44.4604,-89.165
54981,1,10,44.3481,-89.1101
55001,1,25,44.8696,-92.8234
55003,1,25,45.0214,-92.7844
55008,3,45,45.5576,-93.2889
55009,1,25,44.496,-92.86399999999999
55012,2,150,45.4482,-92.7894
55013,2,50,45.3611,-92.8921
55014,2,100,45.1528,-93.14399999999999
55016,5,170,44.8308,-92.9393
55020,1,100,44.5894,-93.3836
55021,2,28,44.2945,-93.2818
55024,1,10,44.6628,-93.1539
55025,1,25,45.2685,-92.9749
55033,3,160,44.7129,-92.8637
55038,1,5,45.1824,-92.9452
55042,1,102,44.9946,-92.9056
55044,13,1075,44.6749,-93.2578
55047,2,125,45.1988,-92.8258
55056,1,10,45.5165,-92.9371
55057,10,555,44.4587,-93.1668
55060,1,25,44.0805,-93.2191
55066,3,360,44.5528,-92.5486
55068,4,210,44.7378,-93.0685
55069,1,10,45.6845,-92.9979
55071,1,25,44.8344,-92.9873
55072,3,300,46.1325,-92.589
55073,3,110,45.2697,-92.8292
55075,6,770,44.8881,-93.046
55076,5,245,44.8288,-93.0391
55082,9,495,45.0614,-92.8474
55101,4,50,44.9512,-93.0902
55102,17,935,44.9372,-93.1209
55103,1,50,44.9608,-93.1216
55104,26,795,44.9532,-93.15799999999999
55105,15,654,44.9347,-93.1651
55106,5,195,44.9684,-93.0488
55107,5,185,44.9325,-93.088
55108,23,2010,44.9806,-93.1771
55109,4,180,45.0132,-93.0297
55110,7,425,45.08,-93.0223
55112,29,1415,45.0788,-93.1872
55113,13,783,45.0139,-93.1571
55114,9,183,44.968,-93.1981
55115,2,45,45.071000000000005,-92.9391
55116,26,1042,44.913999999999994,-93.1727
55117,8,370,44.9995,-93.0969
55118,17,1815,44.8965,-93.1034
55119,5,380,44.9414,-93.0107
55120,4,145,44.8704,-93.1434
55121,2,50,44.8471,-93.1543
55122,4,225,44.786,-93.2202
55123,10,515,44.806000000000004,-93.1409
55124,8,440,44.7497,-93.2029
55125,7,270,44.9197,-92.9439
55126,9,325,45.0736,-93.13799999999999
55127,3,125,45.0803,-93.0875
55128,4,163,44.9913,-92.9487
55129,3,120,44.8985,-92.92299999999999
55130,2,80,44.973,-93.0827
55303,2,70,45.2825,-93.4186
55304,3,145,45.2377,-93.2724
55305,7,1555,44.9528,-93.4372
55306,3,225,44.7307,-93.2921
55309,2,50,45.3506,-93.7399
55311,4,460,45.1243,-93.4996
55313,4,95,45.1814,-93.8635
55316,2,30,45.17,-93.3819
55317,3,450,44.8679,-93.5359
55318,8,295,44.8061,-93.6083
55320,3,60,45.3877,-94.0452
55330,4,163,45.3136,-93.5814
55331,4,2150,44.9007,-93.5791
55332,1,25,44.5329,-94.7256
55337,9,270,44.7609,-93.2753
55340,2,125,45.08,-93.57600000000001
55343,7,215,44.913999999999994,-93.4481
55344,1,20,44.8574,-93.4376
55345,11,806,44.9138,-93.485
55346,7,145,44.8771,-93.48299999999999
55347,7,420,44.8342,-93.4389
55350,1,25,44.8946,-94.3847
55352,2,85,44.6713,-93.6195
55359,1,100,44.9787,-93.7002
55362,1,5,45.2956,-93.8023
55364,1,25,44.9382,-93.6561
55369,7,380,45.1284,-93.4589
55372,9,305,44.7107,-93.4101
55376,2,300,45.2064,-93.6593
55378,2,450,44.7615,-93.3434
55379,3,120,44.7793,-93.5197
55382,1,25,45.346000000000004,-94.1628
55388,1,25,44.9595,-93.8482
55391,6,125,44.9847,-93.5422
55401,10,520,44.9835,-93.2683
55402,1,50,44.9762,-93.2759
55403,13,980,44.9673,-93.2828
55404,10,550,44.9609,-93.2642
55405,19,1235,44.9702,-93.3047
55406,35,2630,44.9384,-93.2214
55407,29,1215,44.9378,-93.2545
55408,55,2990,44.9466,-93.2862
55409,17,762,44.9264,-93.2818
55410,16,985,44.9124,-93.3188
55411,3,85,44.9996,-93.3005
55412,6,310,45.0242,-93.302
55413,10,310,44.998000000000005,-93.2552
55414,16,600,44.9779,-93.2199
55416,20,1255,44.9497,-93.3373
55417,23,880,44.9054,-93.2361
55418,17,865,45.0192,-93.2401
55419,30,2435,44.9026,-93.2886
55420,3,120,44.8358,-93.2778
55421,6,225,45.0523,-93.2541
55422,12,350,45.0096,-93.3424
55423,18,600,44.8756,-93.2553
55424,3,85,44.9052,-93.3403
55425,2,35,44.8427,-93.2363
55426,11,475,44.955,-93.3829
55427,5,215,45.0,-93.391
55428,4,115,45.0632,-93.3811
55429,2,50,45.0645,-93.3413
55430,2,20,45.0639,-93.3022
55431,6,475,44.8288,-93.3118
55432,2,120,45.095,-93.2396
55433,2,15,45.1643,-93.3193
55434,1,10,45.1681,-93.2504
55435,1,10,44.8735,-93.3346
55436,4,120,44.9034,-93.374
55437,3,1050,44.8261,-93.3538
55438,6,165,44.8266,-93.375
55439,3,250,44.8744,-93.3753
55441,4,300,45.0058,-93.4193
55442,5,185,45.0467,-93.431
55443,6,335,45.1194,-93.3431
55445,2,35,45.1232,-93.3797
55446,3,70,45.04,-93.4865
55448,4,135,45.1907,-93.3021
55449,3,120,45.1697,-93.1889
55465,1,50,,
55604,3,120,47.7758,-90.3391
55616,1,25,47.0394,-91.6783
55650,1,10,,
55709,1,10,47.2868,-93.3723
55726,1,5,46.6718,-92.8739
55731,5,135,47.9034,-91.85700000000001
55733,1,25,46.7126,-92.3569
55738,2,125,47.2732,-92.6756
55744,1,25,47.2348,-93.5115
55746,1,50,47.4156,-92.9356
55751,1,50,47.4115,-92.6195
55767,1,50,46.4472,-92.7466
55795,1,10,46.2949,-92.8309
55802,2,20,46.7685,-92.0865
55803,1,25,46.8749,-92.0941
55804,4,80,46.8551,-92.0074
55806,1,5,46.7715,-92.1279
55807,1,20,46.7408,-92.1698
55808,1,20,46.681000000000004,-92.2226
55811,6,105,46.8147,-92.1998
55812,8,470,46.8106,-92.0767
55901,6,265,44.0496,-92.4896
55902,9,485,44.0032,-92.4835
55903,1,10,43.9966,-92.5409
55904,7,600,44.0105,-92.3973
55906,5,400,44.1078,-92.4053
55920,5,350,44.0373,-92.6308
55923,5,95,43.8362,-92.1574
55932,2,150,44.1358,-92.2535
55934,1,25,44.0099,-92.2648
55949,1,25,43.7174,-91.9877
55963,1,100,44.211000000000006,-92.6613
55987,2,150,44.03,-91.7009
55992,2,40,44.3032,-92.6719
56001,11,415,44.1538,-93.99600000000001
56003,1,3,44.2172,-94.0942
56007,1,25,43.6537,-93.3707
56013,1,10,43.6394,-94.0924
56019,1,25,44.1111,-94.9134
56031,3,75,43.6376,-94.45100000000001
56037,1,10,43.9952,-94.0677
56062,3,30,44.0499,-94.411
56068,2,20,43.8295,-93.8282
56082,2,50,44.3351,-93.9811
56187,1,50,43.6286,-95.6059
56201,2,20,45.1393,-95.0523
56220,1,85,44.7202,-96.2784
56265,1,25,44.9688,-95.6765
56267,6,230,45.5921,-95.9172
56273,1,25,45.2949,-94.948
56288,1,50,45.2241,-94.9116
56301,1,10,45.541000000000004,-94.1819
56303,1,25,45.5713,-94.2036
56304,7,1085,45.5521,-94.1284
56320,1,25,45.45,-94.4378
56347,2,611,45.9041,-94.8151
56353,1,10,45.7795,-93.6453
56374,1,10,45.5651,-94.3367
56377,3,73,45.6318,-94.2136
56378,3,200,45.7281,-94.9682
56379,3,70,45.604,-94.1591
56401,2,60,46.3502,-94.1
56436,2,150,47.1082,-94.9211
56438,1,25,46.0905,-94.8346
56464,1,25,46.7572,-95.0714
56468,2,130,46.4929,-94.2976
56470,2,75,46.9377,-95.0383
56479,1,10,46.3536,-94.7633
56484,2,20,47.0878,-94.5847
56520,2,250,46.2797,-96.5622
56560,1,100,46.8677,-96.7572
56585,1,25,47.0903,-96.2824
56587,1,25,46.6706,-95.7948
56601,4,146,47.571999999999996,-94.8013
56636,1,25,47.3829,-93.8498
56649,1,100,48.5344,-93.1317
56655,1,25,47.0248,-94.1982
56710,1,20,48.202,-96.9915
56716,3,140,47.7797,-96.5931
56721,2,30,47.9318,-97.0213
56728,1,25,48.7749,-96.9445
56736,1,20,47.6576,-96.1778
57005,1,50,43.5926,-96.586
57006,6,135,44.3056,-96.7914
57032,1,50,43.446000000000005,-96.6864
57038,1,25,42.6013,-96.5784
57042,3,30,44.0054,-97.1149
57049,1,50,42.5249,-96.5074
57054,1,10,44.1229,-97.2349
57067,2,45,43.0164,-97.3694
57078,1,10,42.8821,-97.3986
57103,3,45,43.5374,-96.6864
57104,3,45,43.5514,-96.7375
57106,4,220,43.5179,-96.7924
57107,4,70,43.5566,-96.8028
57108,2,55,43.4775,-96.7041
57186,3,1120,43.5424,-96.7312
57201,1,10,44.9043,-97.124
57301,3,125,43.6959,-98.0864
57445,2,1199,45.4503,-98.1058
57501,1,10,44.3695,-100.3211
57555,1,10,43.285,-100.5954
57701,2,35,44.1415,-103.2052
57702,4,160,44.0036,-103.3589
57703,1,25,44.048,-103.1763
57719,5,260,44.1199,-103.0682
57783,5,7028,44.4946,-103.865
58005,1,50,47.1066,-96.9058
58075,1,100,46.3366,-96.7921
58078,3,205,46.8907,-96.9258
58100,1,5,,
58102,9,280,46.9209,-96.8318
58103,12,450,46.8564,-96.8123
58104,2,210,46.7932,-96.8397
58201,4,370,47.901,-97.0446
58203,6,555,47.9272,-97.0672
58220,2,200,48.7935,-97.7143
58222,1,100,48.5924,-97.6738
58231,1,10,48.2212,-97.8022
58237,1,50,48.3689,-97.4373
58277,2,130,47.6062,-97.9051
58301,3,150,48.1132,-98.8616
58367,1,25,48.8594,-99.6134
58442,1,25,46.5913,-99.2191
58501,1,25,46.8234,-100.7748
58503,1,100,46.8394,-100.7843
58521,2,200,46.9543,-100.7615
58601,1,100,46.8057,-102.7565
58653,1,100,46.0916,-103.1354
58701,2,70,48.2291,-101.2985
58702,2,45,48.3369,-101.4513
58703,1,25,48.3306,-101.3156
58722,1,100,48.2735,-101.4282
58770,1,25,47.956,-102.1427
58801,1,10,48.2257,-103.649
58802,1,50,48.1688,-103.6148
58809,1,20,,
59044,1,100,45.6745,-108.76899999999999
59047,2,35,45.6546,-110.5609
59068,1,25,45.1965,-109.2688
59101,3,60,45.7745,-108.5005
59102,7,675,45.7813,-108.5727
59105,4,145,45.9497,-108.59899999999999
59107,2,45,45.8252,-108.3934
59270,1,25,47.713,-104.1634
59404,2,150,47.5098,-111.3405
59405,1,20,47.495,-111.2502
59410,1,25,47.4537,-112.3883
59501,1,25,48.5561,-109.68799999999999
59601,10,395,46.6131,-112.0213
59602,4,200,46.7074,-111.958
59604,1,50,46.6672,-111.9689
59634,3,250,46.3887,-112.0716
59701,9,210,45.9979,-112.5988
59711,1,10,46.1299,-112.9739
59714,2,110,45.7801,-111.1439
59715,20,585,45.6693,-111.0431
59717,1,10,45.628,-110.9013
59718,9,310,45.6681,-111.2404
59741,1,10,45.798,-111.3146
59759,1,100,45.8771,-112.1245
